Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2880,-1,N/A,,61632,,205890,205890,,0
H3,2013,2013,2013,6,1,0,M,508,Mozambique,MOZ,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,-1,N/A,,200,,1670,1670,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,19345421,-1,N/A,,3494476,,13805970,13805970,,4
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,6355,-1,N/A,,460,,2940,2940,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,60,-1,N/A,,195,,1120,1120,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2,-1,N/A,,8,,120,120,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,12580,-1,N/A,,3934,,30270,30270,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,72165,-1,N/A,,136620,,162960,162960,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40000,-1,N/A,,5909,,23340,23340,,4
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,5808122,-1,N/A,,1507417,,4964500,4964500,,0
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,716,Zimbabwe,ZWE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,15000,-1,N/A,,4795,,18940,18940,,4
H3,2014,2014,2014,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,13391137,-1,N/A,,1835138,,8601780,8601780,,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40000,7,l,40000,40000,0,25841,25841.2,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,40000,7,l,40000,40000,0,39643,39643.38,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14463,7,l,12321,14463,0,20955,20955.96,0,6
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,208583,7,l,208583,208583,0,319230,319230.82,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,120000,7,l,120000,120000,0,84272,84272.37,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,3297008,7,l,3285574,3297008,0,2577031,2577031.79,0,6
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11027947,7,l,11027947,11027947,0,7385594,7385594.92,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,500,7,l,500,500,0,540,540.13,0,0
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,14750295,7,l,14736718,14750295,0,10454542,10454542.34,0,6
H3,2015,2015,2015,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1793,7,l,1793,1793,0,1431,1431.77,0,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,251,France,FRA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,251,France,FRA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1,7,l,1,1,,8,8,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,710,South Africa,ZAF,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20,7,l,20,20,,776,776.88,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20,7,l,20,20,,776,776.88,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,426,Lesotho,LSO,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,713,,600,600.48,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,716,Zimbabwe,ZWE,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,33,,27,27.98,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,748,Eswatini,SWZ,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,40898,,34406,34406.26,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,144,Sri Lanka,LKA,748,Eswatini,SWZ,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,38692,,32550,32550.08,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,784,United Arab Emirates,ARE,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,144,Sri Lanka,LKA,748,Eswatini,SWZ,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,38692,,32550,32550.08,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,784,United Arab Emirates,ARE,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,426,Lesotho,LSO,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,713,,600,600.48,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,716,Zimbabwe,ZWE,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,33,,27,27.98,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,748,Eswatini,SWZ,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,40898,,34406,34406.26,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,710,South Africa,ZAF,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1564798,-1,N/A,0,1444389,,1214294,1214294.43,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,710,South Africa,ZAF,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,140376,-1,N/A,0,129608,,104271,104271.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1705174,-1,N/A,0,1573997,,1318565,1318565.5,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,699,India,IND,699,India,IND,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,748,Eswatini,SWZ,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11251442,-1,N/A,0,10356353,,8230344,8230344.33,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,699,India,IND,699,India,IND,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,748,Eswatini,SWZ,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11251442,-1,N/A,0,10356353,,8230344,8230344.33,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,620,Portugal,PRT,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,620,Portugal,PRT,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,699,India,IND,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,699,India,IND,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1564818,-1,N/A,0,1444409,,1215071,1215071.31,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,140376,-1,N/A,0,129608,,104271,104271.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1705194,-1,N/A,0,1574017,,1319342,1319342.38,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,426,Lesotho,LSO,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,713,,600,600.48,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,716,Zimbabwe,ZWE,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,33,,27,27.98,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,748,Eswatini,SWZ,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,10435944,,8297300,8297300.67,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,784,United Arab Emirates,ARE,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,426,Lesotho,LSO,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,713,,600,600.48,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,716,Zimbabwe,ZWE,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,33,,27,27.98,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,748,Eswatini,SWZ,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,10435944,,8297300,8297300.67,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,784,United Arab Emirates,ARE,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20,7,l,20,20,,776,776.88,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,156,China,CHN,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,20,7,l,20,20,,776,776.88,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,38692,,32550,32550.08,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,1486035,,1249329,1249329.15,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,11881100,,9513000,9513000.44,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,347447,,1501127,1501127.87,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,38692,,32550,32550.08,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,16464,,13851,13851.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,1615643,,1353600,1353600.22,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,-1,N/A,0,-1,N/A,0,12228547,,11014128,11014128.31,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,1596899,-1,N/A,0,23825,,1200559,1200559.79,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,175111,-1,N/A,0,177548,,182437,182437.94,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,710,South Africa,ZAF,0,World,W00,C00,All CPCs,2100,Sea,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,140376,-1,N/A,0,129608,,104271,104271.07,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11251442,-1,N/A,0,10356353,,8230344,8230344.33,,0
H3,2016,2016,2016,6,1,0,M,508,Mozambique,MOZ,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,11251442,-1,N/A,0,10356353,,8230344,8230344.33,,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,7,l,4,9,,297,297.12,142.35,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,0,World,W00,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,7,l,50,200,,1761,1761.22,1768.02,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,127,7,l,127,239,,4779,4779.42,2309.2,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,7,l,8,8,,106,106.56,53.8,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,7,l,4,9,,297,297.12,142.35,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,251,France,FRA,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,7,l,4,9,,297,297.12,142.35,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,620,Portugal,PRT,620,Portugal,PRT,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,127,7,l,127,239,,4779,4779.42,2309.2,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,699,India,IND,699,India,IND,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,8,7,l,8,8,,106,106.56,53.8,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,251,France,FRA,251,France,FRA,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,7,l,4,9,,297,297.12,142.35,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,7,l,50,200,,1761,1761.22,1768.02,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,276,Germany,DEU,710,South Africa,ZAF,C00,All CPCs,3000,Land,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,50,7,l,50,200,,1761,1761.22,1768.02,0
H4,2017,2017,2017,6,1,0,M,508,Mozambique,MOZ,0,World,W00,251,France,FRA,C00,All CPCs,1000,Air,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,4,7,l,4,9,,297,297.12,142.35,0
