Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,59,5,u,59.68,12,0,3770,0,3770,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,84,5,u,84,141,0,44036,0,44036,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5399,5,u,5399.5,1843,0,574131,0,574131,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,24,5,u,24,182,0,56875,0,56875,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,288,Ghana,GHA,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,315,5,u,315,3,0,1020,0,1020,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,26,5,u,26,149,0,46634,0,46634,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,89,5,u,89,523,0,162909,0,162909,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,9,5,u,9,46,0,14401,0,14401,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5,5,u,5,25,0,7889,0,7889,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,554,New Zealand,NZL,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3,5,u,3,13,0,4081,0,4081,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,40,5,u,40,786,0,244916,0,244916,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,604,Peru,PER,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5,5,u,5,36,0,11257,0,11257,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2366,5,u,2366,41,0,12872,0,12872,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,5,u,6,39,0,12300,0,12300,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,24,5,u,24,74,0,23280,0,23280,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,40,5,u,40.4,93,0,29185,0,29185,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,25,5,u,25,75,0,23416,0,23416,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,8875,5,u,8875,554,0,172715,0,172715,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6285,5,u,6285,62,0,19558,0,19558,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,315,5,u,315,3,0,1020,0,1020,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,13,5,u,13,72,0,22628,0,22628,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,15,5,u,15.8,3,0,1192,0,1192,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,77387,5,u,77387.55,11239,0,3500674,0,3500674,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,5,u,4,13,0,4149,0,4149,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5,5,u,5,36,0,11257,0,11257,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5,5,u,5,249,0,77687,0,77687,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,5,u,6,39,0,12300,0,12300,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,52,5,u,52,330,0,102888,0,102888,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,84,5,u,84,141,0,44036,0,44036,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1594,5,u,1594.68,333,0,103770,0,103770,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,26,5,u,26,149,0,46634,0,46634,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,9,5,u,9,46,0,14401,0,14401,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,136,5,u,136,124,0,38910,0,38910,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,24,5,u,24,182,0,56875,0,56875,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,5,u,4,13,0,4080,0,4080,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,11,5,u,11,86,0,26805,0,26805,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,4,5,u,4,4,0,1485,0,1485,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2384,5,u,2384,64,0,19984,0,19984,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,40,5,u,40,786,0,244916,0,244916,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,5,5,u,5,25,0,7889,0,7889,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1819,5,u,1819,2702,0,841800,0,841800,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,21,5,u,21,131,0,41091,0,41091,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,5,u,6,42,0,13285,0,13285,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,40,5,u,40,293,0,91539,0,91539,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,757,Switzerland,CHE,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,28,5,u,28,220,0,68779,0,68779,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,579,Norway,NOR,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6,5,u,6,42,0,13285,0,13285,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,415,5,u,415,374,0,116784,0,116784,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,699,India,IND,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,375,5,u,375,81,0,25245,0,25245,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,28,5,u,28,220,0,68779,0,68779,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,538,5,u,538,1712,0,533494,0,533494,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,33,5,u,33,160,0,49839,0,49839,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,571,5,u,571,1872,0,583333,0,583333,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,390,5,u,390,2493,0,776504,0,776504,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1975,5,u,1975.2,5546,0,1727679,0,1727679,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1585,5,u,1585.2,3053,0,951175,0,951175,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,90839,5,u,90839.05,12773,0,3978739,0,3978739,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,11348,5,u,11348.58,12858,0,4005045,0,4005045,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,102187,5,u,102187.63,25632,0,7983784,0,7983784,4
H5,2020,2020,2020,6,1,0,X,608,Philippines,PHL,40,Austria,AUT,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,2,5,u,2,0,0,272,0,272,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,36,Australia,AUS,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,7,5,u,7,1672,0,464503,464503,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,31,5,u,31,277,0,77142,77142,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,13,5,u,13,70,0,19481,19481,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,764,Thailand,THA,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1922,5,u,1922,139,0,38729,38729,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,168,5,u,168,445,0,123713,123713,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,3410,5,u,3410,3363,0,934209,934209,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,124,Canada,CAN,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,204,5,u,204,10,0,2919,2919,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,380,Italy,ITA,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,40,5,u,40,73,0,20366,20366,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,392,Japan,JPN,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,6486,5,u,6486.93,5314,0,1475908,1475908,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,20,5,u,20,9,0,2556,2556,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,554,New Zealand,NZL,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,48,5,u,48,80,0,22253,22253,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,276,Germany,DEU,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,1116,5,u,1116,3438,0,954971,954971,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,8,5,u,8,49,0,13731,13731,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,586,Pakistan,PAK,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,214,5,u,214,3,0,937,937,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,882,5,u,882,1415,0,393022,393022,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,2100,Sea,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,41,5,u,41,415,0,115263,115263,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,372,Ireland,IRL,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,77,5,u,77,148,0,41173,41173,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,211,5,u,211.7,2185,0,607078,607078,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,335,5,u,335,1518,0,421673,421673,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,752,Sweden,SWE,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,14,5,u,14,149,0,41434,41434,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,348,Hungary,HUN,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,39,5,u,39,471,0,130885,130885,0,4
H5,2020,2020,2020,6,1,0,M,608,Philippines,PHL,724,Spain,ESP,0,World,W00,C00,All CPCs,1000,Air,902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",5,u,134,5,u,134,1780,0,494372,494372,0,4
