Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3244,5,u,6146,3244,0,84663,,84663.999,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4,5,u,35,4,0,298,,298.461,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,8,5,u,16,8,0,162,,162.661,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3375,5,u,21769,3375,0,106895,,106895.506,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1115,5,u,2609,1115,0,23342,,23342.778,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,858,Uruguay,URY,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,8,5,u,56,8,0,177,,177.904,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,5,u,7,2,0,42,,42.851,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,5,u,1,1,0,53,,53.297,0
H5,2018,2018,2018,6,1,0,XIP,504,Morocco,MAR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,349,5,u,1,349,0,544,,544.372,0
H5,2018,2018,2018,6,1,0,XIF,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,228,-1,N/A,0,228,0,7165,,7165.82,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,288388,-1,N/A,0,288388,0,1626312,,1626312.893,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,549,-1,N/A,0,549,0,17280,,17280.572,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,324,Guinea,GIN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,25,-1,N/A,0,25,0,37,,37.094,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1607,-1,N/A,0,1607,0,32041,,32041.863,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,315689,-1,N/A,0,315689,0,2133357,,2133357.864,0
H5,2018,2018,2018,6,1,0,XIF,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4190,-1,N/A,0,4190,0,105480,,105480.42,0
H5,2018,2018,2018,6,1,0,XIP,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,668,-1,N/A,0,668,0,10324,,10324.422,0
H5,2018,2018,2018,6,1,0,XIP,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,165,8,kg,165,165,0,1838,,1838.523,0
H5,2018,2018,2018,6,1,0,XIP,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,154,8,kg,154,154,0,7941,,7941.527,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,854,Burkina Faso,BFA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7,8,kg,7.5,7,0,36,,36.881,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7,8,kg,7.5,7,0,36,,36.881,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,262,Djibouti,DJI,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,15,8,kg,15,15,0,2238,,2238.461,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,165,8,kg,165,165,0,1838,,1838.523,0
H5,2018,2018,2018,6,1,0,X,504,Morocco,MAR,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,8,kg,5,5,0,286,,286.203,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,15114,5,u,26920,15114,0,203353,203353.511,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,5,u,48,3,0,25,25.573,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1497,5,u,209500,1497,0,7592,7592.418,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,5,u,10,3,0,23,23.122,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,71,5,u,119,71,0,2558,2558.012,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2141,5,u,8411,2141,0,24821,24821.681,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2860,5,u,15000,2860,0,58553,58553.837,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,5,u,4,3,0,464,464.464,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,799,5,u,3528,799,0,7200,7200.303,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,39267,5,u,225188,39267,0,216094,216094.452,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,649,5,u,6082,649,0,5799,5799.135,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,12,5,u,5,12,0,480,480.873,,0
H5,2018,2018,2018,6,1,0,MIF,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,22739,5,u,289538,22739,0,83795,83795.229,,0
H5,2018,2018,2018,6,1,0,MIF,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,22739,5,u,289538,22739,0,83795,83795.229,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,5,u,10,3,0,23,23.122,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,18,5,u,2,18,0,768,768.885,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9,5,u,1,9,0,4577,4577.326,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,5,u,1,2,0,11,11.721,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,16771,-1,N/A,0,16771,0,387038,387038.126,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,128,-1,N/A,0,128,0,4158,4158.646,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,93,-1,N/A,0,93,0,2682,2682.04,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,379,-1,N/A,0,379,0,19780,19780.49,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,22677,-1,N/A,0,22677,0,470658,470658.002,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,151346,-1,N/A,0,151346,0,1154276,1154276.365,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,16775,-1,N/A,0,16775,0,387121,387121.237,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4188,-1,N/A,0,4188,0,91456,91456.265,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,529,-1,N/A,0,529,0,8164,8164.819,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,96,-1,N/A,0,96,0,2787,2787.101,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,17978,-1,N/A,0,17978,0,113835,113835.758,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,18,-1,N/A,0,18,0,249,249.866,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,13342,-1,N/A,0,13342,0,141071,141071.213,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1271,-1,N/A,0,1271,0,5473,5473.935,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,70761,-1,N/A,0,70761,0,492485,492485.305,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,344266,-1,N/A,0,344266,0,2992419,2992419.223,,0
H5,2018,2018,2018,6,1,0,MIP,504,Morocco,MAR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5300,8,kg,5300.5,5300,0,56963,56963.857,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,112,8,kg,112.5,112,0,958,958.975,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,20,8,kg,20,20,0,153,153.543,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,8,kg,3,3,0,231,231.433,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5316,8,kg,5316.27,5316,0,57087,57087.351,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,54,8,kg,54.87,54,0,4462,4462.323,,0
H5,2018,2018,2018,6,1,0,M,504,Morocco,MAR,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,8,kg,1,1,0,290,290.143,,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,466,Mali,MLI,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1485,8,kg,1485,1485,0,71711,,71711.692,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,138,8,kg,138,138,0,4158,,4158.089,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7799,8,kg,7799,7799,0,112558,,112558.492,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,18,8,kg,18,18,0,236,,236.758,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1549,8,kg,1549,1549,0,28618,,28618.498,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,357866,8,kg,357866.8,357866,0,2082413,,2082413.307,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,120,Cameroon,CMR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,15,8,kg,15,15,0,12,,12.477,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,450,Madagascar,MDG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1,8,kg,1.2,1,0,52,,52.386,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,62,8,kg,62,62,0,1351,,1351.717,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,72,8,kg,72,72,0,1497,,1497.286,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,434,Libya,LBY,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,12478,8,kg,12478.3,12478,0,147305,,147305.826,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5333,8,kg,5333.28,5333,0,43483,,43483.583,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,108,Burundi,BDI,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,0,8,kg,0.5,0,0,102,,102.938,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,148,Chad,TCD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,45,8,kg,45,45,0,3,,3.743,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,270,Gambia,GMB,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,8,kg,5,5,0,19,,19.062,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2,8,kg,2.5,2,0,99,,99.715,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,63,8,kg,63.9,63,0,2927,,2927.507,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2807,8,kg,2807.43,2807,0,23666,,23666.584,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,0,8,kg,0.5,0,0,56,,56.772,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,384,Côte d'Ivoire,CIV,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,60,8,kg,60,60,0,779,,779.109,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,8522,8,kg,8522.25,8522,0,134492,,134492.474,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,686,Senegal,SEN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3569,8,kg,3569.2,3569,0,20558,,20558.676,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1526,8,kg,1526.36,1526,0,9357,,9357.727,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,226,Equatorial Guinea,GNQ,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,6,8,kg,6,6,0,11,,11.334,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5969,8,kg,5969,5969,0,147390,,147390.568,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,71875,8,kg,71875.5,71875,0,599664,,599664.796,0
H5,2019,2019,2019,6,1,0,X,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,481270,8,kg,481270.72,481270,0,3432531,,3432531.117,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,446202,8,kg,446202.03,446202,0,3918105,3918105.284,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,887,8,kg,887.44,887,0,11362,11362.26,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,46,8,kg,46.58,46,0,1775,1775.386,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,0,8,kg,0.01,0,0,0,0.104,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,12384,8,kg,12384.9,12384,0,76997,76997.459,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,16967,8,kg,16967,16967,0,200341,200341.684,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,465,8,kg,465.94,465,0,16116,16116.862,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1599,8,kg,1599.24,1599,0,15004,15004.01,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,325,8,kg,325,325,0,3999,3999.946,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,882,8,kg,882.88,882,0,7834,7834.051,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,2705,8,kg,2705.9,2705,0,53375,53375.109,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,4,8,kg,4.79,4,0,657,657.75,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,40,8,kg,40,40,0,248,248.71,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,7,8,kg,7.35,7,0,36,36.392,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,5,8,kg,5.7,5,0,119,119.052,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,56825,8,kg,56825.04,56825,0,413576,413576.047,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,9,8,kg,9,9,0,916,916.65,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,25,8,kg,25,25,0,283,283.23,,0
H5,2019,2019,2019,6,1,0,M,504,Morocco,MAR,50,Bangladesh,BGD,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,195,8,kg,195.48,195,0,2722,2722.085,,0
